title,wiki_slug,year,screenwriters,directors,cast_from_list,genre,awards,notes,cast_count,period
לילה בחיפה,לילה_בחיפה,2020,"[{""name"": ""עמוס גיתאי"", ""slug"": ""עמוס_גיתאי""}, {""name"": ""מארי-ג'וזה סנסלם"", ""slug"": null}]","[{""name"": ""עמוס גיתאי"", ""slug"": null}]","[{""name"": ""מריה זריק"", ""slug"": null}, {""name"": ""ח'אולה איברהם"", ""slug"": null}, {""name"": ""בהירה בלאסי"", ""slug"": null}, {""name"": ""נעמה פרייס"", ""slug"": null}, {""name"": ""קלרה ח'ורי"", ""slug"": ""קלרה_ח'ורי""}, {""name"": ""צחי הלוי"", ""slug"": ""צחי_הלוי""}]","דרמה,קומדיה",2020,,6,C (>1990)
אחד בלב,אחד_בלב,2021,"[{""name"": ""טליה לביא"", ""slug"": ""טליה_לביא""}]","[{""name"": ""טליה לביא"", ""slug"": null}]","[{""name"": ""אביגיל הררי"", ""slug"": ""אביגיל_הררי""}, {""name"": ""רן דנקר"", ""slug"": ""רן_דנקר""}, {""name"": ""אלישע בנאי"", ""slug"": ""אלישע_בנאי""}, {""name"": ""אורלי זילברשץ"", ""slug"": ""אורלי_זילברשץ""}, {""name"": ""מאיר סויסה"", ""slug"": ""מאיר_סויסה""}, {""name"": ""יעל פולמן"", ""slug"": ""יעל_פולמן""}]","קומדיה,רומנטיקה",2021,,6,C (>1990)
תמונת ניצחון,תמונת_הניצחון,2021,"[{""name"": ""אבי נשר"", ""slug"": ""אבי_נשר""}, {""name"": ""לירז ברוש"", ""slug"": null}, {""name"": ""אהוד בלייברג"", ""slug"": null}, {""name"": ""(סיפור עלילה)"", ""slug"": null}]","[{""name"": ""אבי נשר"", ""slug"": null}]","[{""name"": ""ג'וי ריגר"", ""slug"": ""ג'וי_ריגר""}, {""name"": ""אמיר ח'ורי"", ""slug"": ""אמיר_ח'ורי""}, {""name"": ""אליאנה תדהר"", ""slug"": ""אליאנה_תדהר""}, {""name"": ""תום אבני"", ""slug"": ""תום_אבני""}, {""name"": ""אלישע בנאי"", ""slug"": ""אלישע_בנאי""}, {""name"": ""משי קלינשטיין"", ""slug"": ""משי_קלינשטיין""}, {""name"": ""עלא דקה"", ""slug"": ""עלא_דקה""}, {""name"": ""נטע רוט"", ""slug"": ""נטע_רוט""}, {""name"": ""אדם גבאי"", ""slug"": ""אדם_גבאי""}]","דרמה,מלחמה",2021,,9,C (>1990)
לשחרר את שולי,לשחרר_את_שולי,2021,"[{""name"": ""אורי כץ"", ""slug"": ""אורי_כץ""}]","[{""name"": ""בן בכר"", ""slug"": ""בן_בכר""}]","[{""name"": ""ציון ברוך"", ""slug"": ""ציון_ברוך""}, {""name"": ""שלום מיכאלשווילי"", ""slug"": ""שלום_מיכאלשווילי""}, {""name"": ""אסי ישראלוף"", ""slug"": ""אסי_ישראלוף""}, {""name"": ""לירון וייסמן"", ""slug"": ""לירון_וייסמן""}, {""name"": ""דוד שאול"", ""slug"": ""דוד_שאול""}, {""name"": ""אביה מלכה"", ""slug"": ""אביה_מלכה""}, {""name"": ""קרולניה רודריגז נרנג'ו"", ""slug"": null}]",קומדיה,2021,,7,C (>1990)
פול ספיד,פול_ספיד,2021,"[{""name"": ""קובי מחט"", ""slug"": ""קובי_מחט""}, {""name"": ""איתי מאירסון"", ""slug"": null}]","[{""name"": ""קובי מחט"", ""slug"": null}]","[{""name"": ""קווין רובין"", ""slug"": ""קווין_רובין""}, {""name"": ""שירה לוי"", ""slug"": ""שירה_לוי""}, {""name"": ""אברהם ארנסון"", ""slug"": ""אברהם_ארנסון""}, {""name"": ""נועם אימבר"", ""slug"": ""נועם_אימבר""}, {""name"": ""חן אמסלם-זגורי"", ""slug"": ""חן_אמסלם-זגורי""}, {""name"": ""גל אמיתי"", ""slug"": ""גל_אמיתי""}, {""name"": ""אקי אבני"", ""slug"": ""אקי_אבני""}, {""name"": ""בר כהן מוראד"", ""slug"": ""בר_כהן_מוראד""}]","דרמה,הרפתקה",2021,,8,C (>1990)
מישהו יאהב מישהו,מישהו_יאהב_מישהו,2021,"[{""name"": ""הדס בן אוריה"", ""slug"": ""הדס_בן_ארויה""}]","[{""name"": ""הדס בן אוריה"", ""slug"": null}]","[{""name"": ""אלישבע וייל"", ""slug"": ""אלישבע_וייל""}, {""name"": ""לייב לב לוין"", ""slug"": ""לייב_לב_לוין""}, {""name"": ""יואב הייט"", ""slug"": ""יואב_הייט""}, {""name"": ""הדר כץ"", ""slug"": null}]",דרמה,2021,,4,C (>1990)
אל תחכי לי,אל_תחכי_לי,2021,"[{""name"": ""דני רייספלד"", ""slug"": null}, {""name"": ""הילה מור רייספלד"", ""slug"": null}]","[{""name"": ""רועי גלוסקא"", ""slug"": null}, {""name"": ""דני רייספלד"", ""slug"": null}]","[{""name"": ""עומר חזן"", ""slug"": ""עומר_חזן""}, {""name"": ""ישראל אוגלבו"", ""slug"": ""ישראל_אוגלבו""}, {""name"": ""אורי גבריאל"", ""slug"": ""אורי_גבריאל""}, {""name"": ""טיילור מלכוב"", ""slug"": ""טיילור_מלכוב""}, {""name"": ""עינת שרוף"", ""slug"": ""עינת_שרוף""}, {""name"": ""רני בלייר"", ""slug"": ""רני_בלייר""}, {""name"": ""רז מזרחי"", ""slug"": null}, {""name"": ""נאור ואטורי"", ""slug"": null}]","דרמה,פשע",2021,,8,C (>1990)
ויהי בוקר,ויהי_בוקר,2021,"[{""name"": ""ערן קולירן"", ""slug"": ""ערן_קולירין""}]","[{""name"": ""ערן קולירן"", ""slug"": null}]","[{""name"": ""אלכס בכרי"", ""slug"": null}, {""name"": ""ג'ונה סולימאן"", ""slug"": null}]",דרמה,2021,,2,C (>1990)
מתחתנת,מתחתנת,2021,"[{""name"": ""ערן בן יעקב"", ""slug"": ""ערן_בן_יעקב""}]","[{""name"": ""ערן בן יעקב"", ""slug"": null}]","[{""name"": ""הילה סעדה"", ""slug"": ""הילה_סעדה""}, {""name"": ""דין מירושניקוב"", ""slug"": ""דין_מירושניקוב""}, {""name"": ""ליז רביאן"", ""slug"": ""ליז_רביאן""}, {""name"": ""הילה ערן"", ""slug"": ""הילה_ערן""}, {""name"": ""חיים זנאתי"", ""slug"": ""חיים_זנאתי""}, {""name"": ""מייקל לואיס"", ""slug"": ""מייקל_לואיס_(דוגמן)""}, {""name"": ""ענת וקסמן"", ""slug"": ""ענת_וקסמן""}, {""name"": ""לאה שנירר"", ""slug"": null}, {""name"": ""יוגב קינן"", ""slug"": null}]","קומדיה, רומנטיקה",2021,,9,C (>1990)
זרים מושלמים,זרים_מושלמים_(סרט_ישראלי),2021,"[{""name"": ""נועה ארנברג"", ""slug"": ""נועה_ארנברג""}, {""name"": ""גלית חוגי"", ""slug"": ""גלית_חוגי""}]","[{""name"": ""ליאור אשכנזי"", ""slug"": ""ליאור_אשכנזי""}]","[{""name"": ""מורן אטיאס"", ""slug"": ""מורן_אטיאס""}, {""name"": ""חנן סביון"", ""slug"": ""חנן_סביון""}, {""name"": ""גיא עמיר"", ""slug"": ""גיא_עמיר""}, {""name"": ""רותם אבוהב"", ""slug"": ""רותם_אבוהב""}, {""name"": ""יוסי מרשק"", ""slug"": ""יוסי_מרשק""}, {""name"": ""שירה נאור"", ""slug"": ""שירה_נאור""}, {""name"": ""אבי גרייניק"", ""slug"": ""אבי_גרייניק""}, {""name"": ""בן איתין"", ""slug"": null}]",דרמה,2021,,8,C (>1990)
אגדת חורבן,אגדת_חורבן,2021,"[{""name"": ""גידי דר"", ""slug"": ""גידי_דר""}, {""name"": ""שולי רנד"", ""slug"": ""שולי_רנד""}]","[{""name"": ""גידי דר"", ""slug"": null}]","[{""name"": ""שולי רנד"", ""slug"": ""שולי_רנד""}, {""name"": ""זאב רווח"", ""slug"": ""זאב_רווח""}, {""name"": ""עמוס תמם"", ""slug"": ""עמוס_תמם""}, {""name"": ""מוני מושונוב"", ""slug"": ""מוני_מושונוב""}, {""name"": ""יעל אבקסיס"", ""slug"": ""יעל_אבקסיס""}, {""name"": ""יגאל נאור"", ""slug"": ""יגאל_נאור""}]","דרמה,אנימציה",2021,,6,C (>1990)
עוד סיפור אחד,עוד_סיפור_אחד,2021,"[{""name"": ""גורי אלפי"", ""slug"": ""גורי_אלפי""}, {""name"": ""עומר ברק"", ""slug"": ""עומר_ברק""}, {""name"": ""נועה ארנברג"", ""slug"": ""נועה_ארנברג""}, {""name"": ""גלית חוגי"", ""slug"": ""גלית_חוגי""}, {""name"": ""דרור ויידמן"", ""slug"": null}]","[{""name"": ""גורי אלפי"", ""slug"": null}]","[{""name"": ""דינה סנדרסון"", ""slug"": ""דינה_סנדרסון""}, {""name"": ""גורי אלפי"", ""slug"": ""גורי_אלפי""}, {""name"": ""מעיין בלום"", ""slug"": ""מעיין_בלום""}, {""name"": ""דניאל גל"", ""slug"": ""דניאל_גל""}, {""name"": ""ליאור אשכנזי"", ""slug"": ""ליאור_אשכנזי""}, {""name"": ""עדי חבשוש"", ""slug"": ""עדי_חבשוש""}, {""name"": ""גיה באר גורביץ'"", ""slug"": ""גיה_באר_גורביץ'""}, {""name"": ""שני קליין"", ""slug"": ""שני_קליין""}, {""name"": ""אביב אלוש"", ""slug"": ""אביב_אלוש""}, {""name"": ""קובי פרג'"", ""slug"": ""קובי_פרג'""}]","קומדיה,רומנטיקה",2021,,10,C (>1990)
תוכנית א',תוכנית_א'_(סרט),2021,"[{""name"": ""דורון פז"", ""slug"": null}, {""name"": ""יואב פז"", ""slug"": null}]","[{""name"": ""דורון פז"", ""slug"": null}, {""name"": ""יואב פז"", ""slug"": null}]","[{""name"": ""אוגוסט דיל"", ""slug"": ""אוגוסט_דיל""}, {""name"": ""מיכאל אלוני"", ""slug"": ""מיכאל_אלוני""}, {""name"": ""עוז זהבי"", ""slug"": ""עוז_זהבי""}, {""name"": ""ישי גולן"", ""slug"": ""ישי_גולן""}, {""name"": ""סילביה הוקס"", ""slug"": null}]","דרמה,מתח",2021,,5,C (>1990)
סינמה סבאיא,סינמה_סבאיא,2021,"[{""name"": ""אורית פוקס רותם"", ""slug"": ""אורית_פוקס_רותם""}]","[{""name"": ""אורית פוקס רותם"", ""slug"": null}]","[{""name"": ""דנה איבגי"", ""slug"": ""דאנה_איבגי""}, {""name"": ""אמל מורקוס"", ""slug"": ""אמל_מורקוס""}, {""name"": ""מרלן בג'אלי"", ""slug"": ""מרלן_בג'אלי""}, {""name"": ""ח'אולה חאג'-דיבסי"", ""slug"": ""ח'אולה_חאג'-דיבסי""}, {""name"": ""ג'ואנה סעיד"", ""slug"": ""ג'ואנה_סעיד""}, {""name"": ""יולי הרגיל-שדה"", ""slug"": ""יולי_הרגיל-שדה""}, {""name"": ""אסיל פרחאת"", ""slug"": ""אסיל_פרחאת""}, {""name"": ""רותי לנדאו"", ""slug"": null}, {""name"": ""אורית סמואל"", ""slug"": null}, {""name"": ""ליאורה לוי"", ""slug"": null}]",דרמה,2021,,10,C (>1990)
בוטיק פריז,בוטיק_פריז,2022,"[{""name"": ""אורית בינדרמן-פאר"", ""slug"": null}, {""name"": ""פאולה זימרמן-טרגובניק"", ""slug"": null}]","[{""name"": ""מרקו כרמל"", ""slug"": ""מרקו_כרמל""}]","[{""name"": ""נלי תגר"", ""slug"": ""נלי_תגר""}, {""name"": ""ז'וזפין דראי"", ""slug"": null}, {""name"": ""אנחל בונני"", ""slug"": ""אנחל_בונני""}, {""name"": ""מוריס כהן"", ""slug"": ""מוריס_כהן_(שחקן)""}, {""name"": ""בת אל מוסרי"", ""slug"": ""בת_אל_מוסרי""}, {""name"": ""אריה צ'רנר"", ""slug"": ""אריה_צ'רנר""}]",קומדיה,2022,,6,C (>1990)
עד שתחזור,עד_שתחזור_(סרט),2022,"[{""name"": ""שרי תורג'מן"", ""slug"": null}]","[{""name"": ""שרי תורג'מן"", ""slug"": null}]","[{""name"": ""הלל ינאי שני"", ""slug"": null}, {""name"": ""דניאל ליטמן"", ""slug"": ""דניאל_ליטמן""}, {""name"": ""עדי גילת"", ""slug"": ""עדי_גילת""}, {""name"": ""אופק פסח"", ""slug"": ""אופק_פסח""}, {""name"": ""מוריס כהן"", ""slug"": ""מוריס_כהן_(שחקן)""}, {""name"": ""בני שיף"", ""slug"": null}]",דרמה,2022,,6,C (>1990)
בתולים,בתולים_(סרט),2022,"[{""name"": ""מאור זגורי"", ""slug"": ""מאור_זגורי""}]","[{""name"": ""מאור זגורי"", ""slug"": null}]","[{""name"": ""מאור לוי"", ""slug"": ""מאור_לוי_(שחקן)""}, {""name"": ""חן אמסלם-זגורי"", ""slug"": ""חן_אמסלם-זגורי""}, {""name"": ""עמוס תמם"", ""slug"": ""עמוס_תמם""}, {""name"": ""ליאנה עיון"", ""slug"": ""ליאנה_עיון""}, {""name"": ""אור עדי"", ""slug"": null}, {""name"": ""איתמר קליגר"", ""slug"": null}]",דרמה,2022,,6,C (>1990)
המצלמה של דוקטור מוריס,המצלמה_של_דוקטור_מוריס,2022,"[{""name"": ""מיטל צביאלי"", ""slug"": ""מיטל_צביאלי""}, {""name"": ""איתמר אלקלעי"", ""slug"": null}]","[{""name"": ""מיטל צביאלי"", ""slug"": null}, {""name"": ""איתמר אלקלעי"", ""slug"": null}]",[],תיעודי,2022,,0,C (>1990)
שיטת אלטמן,,2022,"[{""name"": ""נדב אהרונוביץ'"", ""slug"": ""נדב_אהרונוביץ'""}]","[{""name"": ""נדב אהרונוביץ'"", ""slug"": null}]","[{""name"": ""מעין וינשטוק"", ""slug"": ""מעין_וינשטוק""}, {""name"": ""דנה לרר"", ""slug"": ""דנה_לרר""}, {""name"": ""מעיין לאוב"", ""slug"": ""מעיין_לאוב""}, {""name"": ""ניר ברק"", ""slug"": null}, {""name"": ""מוראד חסן"", ""slug"": null}, {""name"": ""פיני גואטה"", ""slug"": null}, {""name"": ""נופר אלדיס"", ""slug"": null}]","דרמה, מתח, קומדה",2022,,7,C (>1990)
ילדים של אף אחד,,2022,"[{""name"": ""רועי אסף"", ""slug"": ""רועי_אסף""}, {""name"": ""ארז תדמור"", ""slug"": ""ארז_תדמור_(במאי_קולנוע)""}]","[{""name"": ""ארז תדמור"", ""slug"": null}]","[{""name"": ""תיקי דיין"", ""slug"": ""תיקי_דיין""}, {""name"": ""יעקב כהן"", ""slug"": ""יעקב_כהן_(שחקן)""}, {""name"": ""גיא לואל"", ""slug"": ""גיא_לואל""}, {""name"": ""שלומי ארבע"", ""slug"": ""שלומי_ארבע""}, {""name"": ""רועי אסף"", ""slug"": null}, {""name"": ""אורנלה בס"", ""slug"": null}, {""name"": ""מיכל זיס"", ""slug"": null}, {""name"": ""ג'רמי פינטו"", ""slug"": null}]",דרמה,2022,,8,C (>1990)
בחורים טובים,בחורים_טובים_(סרט_ישראלי),2022,"[{""name"": ""חוה דיבון"", ""slug"": ""חוה_דיבון""}]","[{""name"": ""ארז תדמור"", ""slug"": null}]","[{""name"": ""עמית רהב"", ""slug"": ""עמית_רהב""}, {""name"": ""ליאנה עיון"", ""slug"": ""ליאנה_עיון""}, {""name"": ""מאור שוויצר"", ""slug"": ""מאור_שוויצר""}, {""name"": ""עירית קפלן"", ""slug"": ""עירית_קפלן""}, {""name"": ""יקי רייסנר"", ""slug"": ""יקי_רייסנר""}, {""name"": ""עמית מורשת"", ""slug"": ""עמית_מורשת""}, {""name"": ""גיא לואל"", ""slug"": ""גיא_לואל""}, {""name"": ""נטע שפיגלמן"", ""slug"": ""נטע_שפיגלמן""}, {""name"": ""רועי אסף"", ""slug"": ""רועי_אסף""}, {""name"": ""ריימונד אמסלם"", ""slug"": ""ריימונד_אמסלם""}, {""name"": ""שראל פיטרמן"", ""slug"": ""שראל_פיטרמן""}]",דרמה קומית,2022,,11,C (>1990)
גרגירי חול,גרגירי_חול,2022,"[{""name"": ""גיתית כבירי"", ""slug"": ""גיתית_כבירי""}]","[{""name"": ""גיתית כבירי"", ""slug"": null}, {""name"": ""יהל גבירי"", ""slug"": null}]","[{""name"": ""שני כהן"", ""slug"": ""שני_כהן""}, {""name"": ""יוסי מרשק"", ""slug"": ""יוסי_מרשק""}, {""name"": ""אורי פפר"", ""slug"": ""אורי_פפר""}, {""name"": ""לוסי אהריש"", ""slug"": ""לוסי_אהריש""}, {""name"": ""יונתן להב ויסברג"", ""slug"": null}, {""name"": ""שירז אדרי"", ""slug"": null}, {""name"": ""עלאי אלמודי"", ""slug"": null}]",,2022,,7,C (>1990)
קריוקי,"קריוקי_(סרט,_2022)",2022,"[{""name"": ""משה רוזנטל"", ""slug"": ""משה_רוזנטל""}]","[{""name"": ""משה רוזנטל"", ""slug"": null}]","[{""name"": ""ששון גבאי"", ""slug"": ""ששון_גבאי""}, {""name"": ""ליאור אשכנזי"", ""slug"": ""ליאור_אשכנזי""}, {""name"": ""ריטה שוקרון"", ""slug"": ""ריטה_שוקרון""}]",דרמה,2022,,3,C (>1990)
החבר השמן שלי,החבר_השמן_שלי,2022,"[{""name"": ""ליאת אלקיים"", ""slug"": ""ליאת_אלקיים""}, {""name"": ""גודיס שניידר"", ""slug"": null}]","[{""name"": ""גודיס שניידר"", ""slug"": null}]","[{""name"": ""מי-רן מנקס"", ""slug"": ""מי-רן_מנקס""}, {""name"": ""אסף פרי"", ""slug"": ""אסף_פרי""}, {""name"": ""צחי סדן"", ""slug"": null}, {""name"": ""אפרת וינטראוב"", ""slug"": null}]","דרמה, קומדיה",2022,,4,C (>1990)
הבשורה על פי יהודה,,2022,"[{""name"": ""שוש וולמן"", ""slug"": null}]","[{""name"": ""דן וולמן"", ""slug"": ""דן_וולמן""}]","[{""name"": ""דורון תבורי"", ""slug"": ""דורון_תבורי""}, {""name"": ""יובלי ליבני"", ""slug"": null}, {""name"": ""עינב מרקל"", ""slug"": null}]","דרמה,תקופתי",2022,,3,C (>1990)
הדרך לאילת,הדרך_לאילת,2022,"[{""name"": ""יונתן רוזנקיאר"", ""slug"": null}]","[{""name"": ""יונתן רוזנקיאר"", ""slug"": null}]","[{""name"": ""שמואל וילוז'ני"", ""slug"": ""שמואל_וילוז'ני""}, {""name"": ""יואל רוזנקיאר"", ""slug"": ""יואל_רוזנקיאר""}, {""name"": ""אביבה נגוסה"", ""slug"": ""אביבה_נגוסה""}, {""name"": ""דובר קוסאשווילי"", ""slug"": ""דובר_קוסאשווילי""}, {""name"": ""אברהם סלקטר"", ""slug"": ""אברהם_סלקטר""}, {""name"": ""דניאל סבג"", ""slug"": ""דניאל_סבג""}, {""name"": ""מיכה רוזנקיאר"", ""slug"": null}, {""name"": ""רוי קרניאל"", ""slug"": null}]","דרמה,קומדיה",2022,,8,C (>1990)
